StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_3,Amount_lost,Number_of_reports
2025-03-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,130
2025-04-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,130
2025-05-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,138
2025-06-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,127
2025-07-01,Victoria,Email,Unspecified,Male,Phishing scams,$3389.77,144
2025-08-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,137
2025-09-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,145
2025-10-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,122
2025-11-01,Victoria,Email,Unspecified,Male,Phishing scams,$0.00,91
2025-01-01,Victoria,Email,65 and over,Female,Phishing scams,$7.99,201
2025-02-01,Victoria,Email,65 and over,Female,Phishing scams,$0.00,196
2025-03-01,Victoria,Email,65 and over,Female,Phishing scams,$46392.69,136
2025-04-01,Victoria,Email,65 and over,Female,Phishing scams,$0.00,126
2025-05-01,Victoria,Email,65 and over,Female,Phishing scams,$4995.00,107
2025-06-01,Victoria,Email,65 and over,Female,Phishing scams,$22960.00,123
2025-07-01,Victoria,Email,65 and over,Female,Phishing scams,$0.00,150
2025-08-01,Victoria,Email,65 and over,Female,Phishing scams,$0.00,137
2025-09-01,Victoria,Email,65 and over,Female,Phishing scams,$250.00,119
2025-10-01,Victoria,Email,65 and over,Female,Phishing scams,$92.66,91
2025-11-01,Victoria,Email,65 and over,Female,Phishing scams,$0.00,81
2025-01-01,Victoria,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,2
2025-01-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,279
2025-02-01,Victoria,Email,65 and over,Male,Phishing scams,$105775.00,304
2025-03-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,253
2025-04-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,232
2025-05-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,200
2025-06-01,Victoria,Email,65 and over,Male,Phishing scams,$648.00,199
2025-07-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,217
2025-08-01,Victoria,Email,65 and over,Male,Phishing scams,$1300.00,204
2025-09-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,213
2025-10-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,132
2025-11-01,Victoria,Email,65 and over,Male,Phishing scams,$0.00,108
2025-01-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,201
2025-02-01,Queensland,Email,65 and over,Male,Phishing scams,$50000.00,243
2025-03-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,159
2025-04-01,Queensland,Email,65 and over,Male,Phishing scams,$47866.76,208
2025-05-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,184
2025-06-01,Queensland,Email,65 and over,Male,Phishing scams,$3500000.00,145
2025-07-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,179
2025-08-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,167
2025-09-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,196
2025-10-01,Queensland,Email,65 and over,Male,Phishing scams,$0.00,127
2025-11-01,Queensland,Email,65 and over,Male,Phishing scams,$2511.64,118
2025-01-01,Queensland,Email,65 and over,Female,Phishing scams,$301.89,84
2025-02-01,Queensland,Email,65 and over,Female,Phishing scams,$0.00,91
2025-03-01,Queensland,Email,65 and over,Female,Phishing scams,$0.00,74
2025-04-01,Queensland,Email,65 and over,Female,Phishing scams,$1600.00,110
2025-05-01,Queensland,Email,65 and over,Female,Phishing scams,$0.00,78
2025-06-01,Queensland,Email,65 and over,Female,Phishing scams,$0.10,77
2025-07-01,Queensland,Email,65 and over,Female,Phishing scams,$0.00,103
2025-08-01,Queensland,Email,65 and over,Female,Phishing scams,$24642.00,78
2025-09-01,Queensland,Email,65 and over,Female,Phishing scams,$15000.00,85
2025-10-01,Queensland,Email,65 and over,Female,Phishing scams,$3000.00,78
2025-11-01,Queensland,Email,65 and over,Female,Phishing scams,$0.00,71
2025-10-01,Queensland,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-09-01,Queensland,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-05-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,11
2025-08-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$1000.00,11
2025-11-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,5
2025-07-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,11
2025-09-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,2
2025-06-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,3
2025-10-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,8
2025-02-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,5
2025-03-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,2
2025-04-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,2
2025-01-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,5
2025-01-01,Queensland,Email,Unspecified,Male,Phishing scams,$4200.00,93
2025-02-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,94
2025-03-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,92
2025-04-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,93
2025-05-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,94
2025-06-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,84
2025-07-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,103
2025-08-01,Queensland,Email,Unspecified,Male,Phishing scams,$0.00,89
2025-09-01,Queensland,Email,Unspecified,Male,Phishing scams,$24909.00,107
2025-10-01,Queensland,Email,Unspecified,Male,Phishing scams,$14266.56,87
2025-11-01,Queensland,Email,Unspecified,Male,Phishing scams,$800.00,60
2025-01-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,96
2025-02-01,Queensland,Email,Unspecified,Female,Phishing scams,$1081.44,100
2025-03-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,132
2025-04-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,128
2025-05-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,103
2025-06-01,Queensland,Email,Unspecified,Female,Phishing scams,$32.00,88
2025-07-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,79
2025-08-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,102
2025-09-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,93
2025-10-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,72
2025-11-01,Queensland,Email,Unspecified,Female,Phishing scams,$0.00,62
2025-01-01,Queensland,Email,55 - 64,Female,Phishing scams,$1.00,57
2025-02-01,Queensland,Email,55 - 64,Female,Phishing scams,$0.00,43
2025-03-01,Queensland,Email,55 - 64,Female,Phishing scams,$1555.24,93
2025-04-01,Queensland,Email,55 - 64,Female,Phishing scams,$48273.00,88
2025-05-01,Queensland,Email,55 - 64,Female,Phishing scams,$1570.00,83
2025-06-01,Queensland,Email,55 - 64,Female,Phishing scams,$0.00,59
2025-07-01,Queensland,Email,55 - 64,Female,Phishing scams,$0.00,55
2025-08-01,Queensland,Email,55 - 64,Female,Phishing scams,$0.00,42
2025-09-01,Queensland,Email,55 - 64,Female,Phishing scams,$0.00,76
2025-10-01,Queensland,Email,55 - 64,Female,Phishing scams,$86786.00,51
2025-11-01,Queensland,Email,55 - 64,Female,Phishing scams,$354.00,51
2025-01-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,44
2025-02-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,59
2025-03-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,51
2025-04-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,53
2025-05-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,46
2025-06-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,34
2025-07-01,Queensland,Email,55 - 64,Male,Phishing scams,$13675.38,42
2025-08-01,Queensland,Email,55 - 64,Male,Phishing scams,$110.00,38
2025-09-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,39
2025-10-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,31
2025-11-01,Queensland,Email,55 - 64,Male,Phishing scams,$0.00,16
2025-01-01,Queensland,Email,45 - 54,Female,Phishing scams,$567.99,33
2025-02-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,39
2025-03-01,Queensland,Email,45 - 54,Female,Phishing scams,$5000.00,32
2025-04-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,24
2025-05-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,18
2025-06-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,23
2025-07-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,18
2025-08-01,Queensland,Email,45 - 54,Female,Phishing scams,$2249.84,26
2025-09-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,23
2025-10-01,Queensland,Email,45 - 54,Female,Phishing scams,$0.00,22
2025-11-01,Queensland,Email,45 - 54,Female,Phishing scams,$3528.00,15
2025-01-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,19
2025-02-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,18
2025-03-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,20
2025-04-01,Queensland,Email,45 - 54,Male,Phishing scams,$174.00,18
2025-05-01,Queensland,Email,45 - 54,Male,Phishing scams,$39.25,20
2025-06-01,Queensland,Email,45 - 54,Male,Phishing scams,$366.99,18
2025-07-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,15
2025-08-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,16
2025-09-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,9
2025-10-01,Queensland,Email,45 - 54,Male,Phishing scams,$0.00,5
2025-11-01,Queensland,Email,45 - 54,Male,Phishing scams,$2000.00,8
2025-05-01,Queensland,Email,45 - 54,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-04-01,Queensland,Email,45 - 54,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,2
2025-02-01,Queensland,Email,45 - 54,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-06-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,13
2025-03-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,6
2025-08-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,5
2025-07-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,15
2025-01-01,Queensland,Email,35 - 44,Male,Phishing scams,$300.00,8
2025-04-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,7
2025-09-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,4
2025-05-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,12
2025-02-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,8
2025-10-01,Queensland,Email,35 - 44,Male,Phishing scams,$9900.00,6
2025-11-01,Queensland,Email,35 - 44,Male,Phishing scams,$0.00,5
2025-03-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,9
2025-07-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,10
2025-10-01,Queensland,Email,35 - 44,Female,Phishing scams,$159.27,11
2025-09-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,11
2025-05-01,Queensland,Email,35 - 44,Female,Phishing scams,$12200.00,13
2025-01-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,12
2025-02-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,8
2025-11-01,Queensland,Email,35 - 44,Female,Phishing scams,$824.00,7
2025-08-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,19
2025-06-01,Queensland,Email,35 - 44,Female,Phishing scams,$0.00,12
2025-04-01,Queensland,Email,35 - 44,Female,Phishing scams,$1632.91,9
2025-08-01,Queensland,Email,25 - 34,Female,Phishing scams,$475.50,8
2025-09-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,7
2025-07-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,7
2025-03-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,6
2025-02-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,5
2025-06-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,7
2025-01-01,Queensland,Email,25 - 34,Female,Phishing scams,$498.28,6
2025-04-01,Queensland,Email,25 - 34,Female,Phishing scams,$10000.00,7
2025-10-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,9
2025-05-01,Queensland,Email,25 - 34,Female,Phishing scams,$0.00,7
2025-07-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,3
2025-09-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,6
2025-04-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,4
2025-08-01,Queensland,Email,25 - 34,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-03-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,6
2025-10-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,3
2025-11-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,4
2025-04-01,Queensland,Email,25 - 34,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-08-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,3
2025-01-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,4
2025-02-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,2
2025-05-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,1
2025-06-01,Queensland,Email,25 - 34,Male,Phishing scams,$0.00,1
2025-01-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,3
2025-05-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,2
2025-10-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,3
2025-02-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,3
2025-10-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,2
2025-02-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,6
2025-06-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,3
2025-07-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,2
2025-07-01,Queensland,Email,18 - 24,Female,Phishing scams,$5500.00,4
2025-11-01,Queensland,Email,18 - 24,Male,Phishing scams,$3500.00,2
2025-03-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,6
2025-06-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,2
2025-08-01,Queensland,Email,18 - 24,Female,Phishing scams,$99.00,3
2025-04-01,Queensland,Email,18 - 24,Male,Phishing scams,$1600.00,2
2025-09-01,Queensland,Email,18 - 24,Female,Phishing scams,$6021.39,2
2025-10-01,Queensland,Email,Under 18,Male,Phishing scams,$0.00,1
2025-11-01,Queensland,Email,Under 18,Female,Phishing scams,$0.00,1
2025-04-01,Queensland,Email,18 - 24,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-04-01,Queensland,Email,18 - 24,Female,Phishing scams,$0.00,3
2025-01-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-01-01,Queensland,Email,Under 18,Male,Phishing scams,$0.00,1
2025-06-01,Queensland,Email,Under 18,Female,Phishing scams,$0.00,1
2025-03-01,Queensland,Email,Under 18,Female,Phishing scams,$0.00,1
2025-09-01,Queensland,Email,Under 18,Female,Phishing scams,$0.00,1
2025-03-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-08-01,Queensland,Email,Under 18,Male,Phishing scams,$0.00,1
2025-03-01,Queensland,Email,18 - 24,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-05-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-08-01,Queensland,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-04-01,Queensland,Email,Under 18,Female,Phishing scams,$0.00,1
2025-09-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,2
2025-09-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,2
2025-03-01,Western Australia,Email,18 - 24,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-06-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,1
2025-07-01,Western Australia,Email,18 - 24,Female,Phishing scams,$3200.00,4
2025-01-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,3
2025-01-01,Western Australia,Email,Under 18,Female,Phishing scams,$0.00,1
2025-03-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-09-01,Western Australia,Email,Under 18,Male,Phishing scams,$92.00,2
2025-07-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-03-01,Western Australia,Email,Under 18,Female,Phishing scams,$0.00,1
2025-10-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,3
2025-05-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,4
2025-01-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,4
2025-03-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,1
2025-04-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,2
2025-04-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,2
2025-08-01,Western Australia,Email,18 - 24,Female,Phishing scams,$915.00,3
2025-06-01,Western Australia,Email,Under 18,Male,Phishing scams,$0.00,1
2025-05-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,3
2025-02-01,Western Australia,Email,Under 18,Male,Phishing scams,$0.00,1
2025-08-01,Western Australia,Email,Under 18,Male,Phishing scams,$0.00,1
2025-02-01,Western Australia,Email,18 - 24,Female,Phishing scams,$0.00,1
2025-08-01,Western Australia,Email,18 - 24,Male,Phishing scams,$0.00,1
2025-08-01,Western Australia,Email,25 - 34,Male,Phishing scams,$5104.92,7
2025-08-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,3
2025-03-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,6
2025-01-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,5
2025-02-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,3
2025-11-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,4
2025-06-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,4
2025-07-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,2
2025-09-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,2
2025-10-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,4
2025-07-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,2
2025-05-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,1
2025-09-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,4
2025-05-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,9
2025-04-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,4
2025-11-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,5
2025-02-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,1
2025-03-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,5
2025-01-01,Western Australia,Email,25 - 34,Male,Phishing scams,$0.00,2
2025-10-01,Western Australia,Email,25 - 34,Female,Phishing scams,$0.00,2
2025-02-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,6
2025-11-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,5
2025-03-01,Western Australia,Email,35 - 44,Male,Phishing scams,$1400000.00,12
2025-01-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,3
2025-08-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,6
2025-10-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,2
2025-06-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,6
2025-07-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,2
2025-04-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,4
2025-05-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,2
2025-09-01,Western Australia,Email,35 - 44,Male,Phishing scams,$0.00,3
2025-01-01,Western Australia,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-05-01,Western Australia,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Phishing scams,$0.00,1
2025-10-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,5
2025-03-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,4
2025-06-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,9
2025-11-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,5
2025-04-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,3
2025-05-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,5
2025-07-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,9
2025-08-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,5
2025-09-01,Western Australia,Email,35 - 44,Female,Phishing scams,$0.00,5
